date,open,high,low,close,volume,adj_close
2010-08-05,12.6599,12.7277,12.6016,12.7152,96719184,12.6035
2010-08-06,12.6476,12.6562,12.4137,12.5180,132647220,12.4080
2010-08-09,12.5688,12.6502,12.5465,12.6464,74813112,12.5352
2010-08-10,12.5713,12.6627,12.4767,12.6054,82877040,12.4946
2010-08-11,12.4557,12.4625,12.2998,12.3058,88831080,12.1976
2010-08-12,12.1106,12.3811,12.0748,12.3126,88095816,12.2043
2010-08-13,12.2372,12.2920,12.1624,12.1709,77310612,12.0639
2010-08-16,12.1041,12.2590,12.0245,12.1519,52147800,12.0451
2010-08-17,12.2255,12.3799,12.1629,12.2753,75552372,12.1674
2010-08-18,12.2733,12.2840,12.0508,12.0658,107348544,11.9598
2010-08-19,12.0373,12.0748,11.6929,11.7110,156843000,11.6080
2010-08-20,11.7110,11.8016,11.5370,11.5621,156547296,11.4604
2010-08-23,11.5490,11.7180,11.4547,11.6134,119328552,11.5113
2010-08-24,11.4540,11.4707,11.2843,11.2960,110397492,11.1968
2010-08-25,11.2613,11.4567,11.2613,11.3769,103580316,11.2769
2010-08-26,11.4129,11.4429,11.2723,11.2858,71008920,11.1866
2010-08-27,11.3253,11.5113,11.2025,11.4822,92403504,11.3813
2010-08-30,11.4902,11.5055,11.3218,11.3286,49206744,11.2290
2010-08-31,11.2640,11.3831,11.2112,11.2618,77794128,11.1628
2010-09-01,11.3859,11.6351,11.3238,11.5198,129002868,11.4185
2010-09-02,11.5826,11.6224,11.5193,11.5911,67300632,11.4892
2010-09-03,11.7748,11.8088,11.6977,11.7693,101514384,11.6658
2010-09-07,11.6241,11.7015,11.5871,11.6216,68327604,11.5195
2010-09-08,11.6414,11.8243,11.6244,11.7763,95975928,11.6728
2010-09-09,11.9577,12.0220,11.7763,11.9164,97126776,11.8117
2010-09-10,11.9875,12.0068,11.8889,11.9154,78893028,11.8107
2010-09-13,12.0345,12.1209,12.0002,12.0688,89570340,11.9627
2010-09-14,12.0623,12.1309,12.0140,12.0228,88571340,11.9171
2010-09-15,12.0108,12.0593,11.9745,12.0280,96015888,11.9223
2010-09-16,12.0108,12.0733,11.9972,12.0385,78701220,11.9327
2010-09-17,12.1059,12.2923,12.0415,12.2660,225438336,12.1582
2010-09-20,12.3248,12.7730,12.3138,12.7197,175963860,12.6079
2010-09-21,12.7548,13.0125,12.7355,12.8493,178473348,12.7364
2010-09-22,12.8343,12.9575,12.8048,12.9129,101382516,12.7994
2010-09-23,12.8781,13.0053,12.7953,12.8498,92603304,12.7369
2010-09-24,13.0566,13.2090,12.9695,13.1954,134141724,13.0795
2010-09-27,13.2345,13.4347,13.2345,13.2735,124171704,13.1569
2010-09-28,13.3504,13.3531,12.9742,13.1924,146041812,13.0765
2010-09-29,13.2095,13.3368,13.1309,13.2055,86801112,13.0894
2010-09-30,13.2422,13.3101,12.9860,13.1579,129634236,13.0423
2010-10-01,13.2633,13.2788,13.0881,13.1537,88911000,13.0380
2010-10-04,13.1369,13.2195,12.9842,13.0718,77542380,12.9569
2010-10-05,13.2227,13.5135,13.1769,13.4692,140143716,13.3508
2010-10-06,13.4950,13.5123,13.2618,13.3721,110381508,13.2546
2010-10-07,13.4187,13.4434,13.2417,13.2635,95736168,13.1469
2010-10-08,13.3326,13.4535,13.2037,13.4222,114253632,13.3042
2010-10-11,13.4755,13.6286,13.4427,13.4845,104946948,13.3660
2010-10-12,13.5165,13.6634,13.4582,13.5483,149993856,13.4292
2010-10-13,13.6887,13.7010,13.5718,13.5961,122101776,13.4766
2010-10-14,13.6181,13.6449,13.4412,13.5368,265098636,13.4178
2010-10-15,14.9967,15.0561,14.8048,15.0513,592399008,14.9190
2010-10-18,15.0288,15.5078,15.0288,15.4582,283644072,15.3223
2010-10-19,15.2365,15.3859,15.0866,15.2110,183332484,15.0773
2010-10-20,15.2187,15.4500,15.2027,15.2147,140862996,15.0810
2010-10-21,15.3031,15.4154,15.1652,15.3151,116703180,15.1805
2010-10-22,15.3133,15.3859,15.2665,15.3286,90153756,15.1939
2010-10-25,15.4052,15.6341,15.3896,15.4279,126209664,15.2923
2010-10-26,15.3428,15.5463,15.2910,15.4805,100415484,15.3444
2010-10-27,15.4097,15.5155,15.3236,15.4272,89586324,15.2916
2010-10-28,15.5168,15.5405,15.3478,15.4800,87284628,15.3439
2010-10-29,15.4422,15.4905,15.3401,15.3579,91040868,15.2229
2010-11-01,15.4087,15.5320,15.2955,15.3904,123360516,15.2551
2010-11-02,15.4822,15.5155,15.3799,15.4054,79824096,15.2700
2010-11-03,15.4530,15.5613,15.3529,15.5200,135084780,15.3836
2010-11-04,15.6316,15.7638,15.5681,15.6224,142689168,15.4851
2010-11-05,15.5951,15.6529,15.5433,15.6426,70557372,15.5052
2010-11-08,15.6161,15.7530,15.5938,15.6849,83967948,15.5471
2010-11-09,15.7658,15.7870,15.5283,15.6361,89398512,15.4987
2010-11-10,15.5676,15.5906,15.4532,15.5876,99780120,15.4506
2010-11-11,15.5080,15.5118,15.3706,15.4452,90373536,15.3094
2010-11-12,15.3651,15.4379,15.0453,15.0973,135584280,14.9647
2010-11-15,15.0921,15.1151,14.8661,14.9017,139016844,14.7707
2010-11-16,14.8338,14.9622,14.6009,14.6076,132163704,14.4792
2010-11-17,14.6396,14.7523,14.5488,14.6034,97602300,14.4750
2010-11-18,14.7397,15.0145,14.7287,14.9289,103496400,14.7977
2010-11-19,14.9399,14.9622,14.7733,14.7855,91808100,14.6556
2010-11-22,14.7015,14.8509,14.5833,14.7953,87376536,14.6653
2010-11-23,14.6899,14.7400,14.4695,14.5898,86417496,14.4616
2010-11-24,14.6974,14.9299,14.6909,14.8891,95760144,14.7583
2010-11-26,14.7763,14.8393,14.6897,14.7648,52391556,14.6350
2010-11-29,14.7440,14.7598,14.5133,14.5673,114273612,14.4393
2010-11-30,14.3724,14.3724,13.8466,13.9067,284411304,13.7844
2010-12-01,14.0891,14.3036,14.0741,14.1229,150013836,13.9987
2010-12-02,14.2307,14.3476,14.1479,14.3098,101814084,14.1840
2010-12-03,14.2505,14.4264,14.2142,14.3393,105142752,14.2133
2010-12-06,14.5288,14.5646,14.4297,14.4735,83668248,14.3463
2010-12-07,14.7965,14.8398,14.6647,14.6932,121566312,14.5641
